step,reward,rel_x,rel_y,rel_z,qw,qx,qy,qz,vx,vy,vz,wx,wy,wz,lidar_0,lidar_1,lidar_2,lidar_3,lidar_4,lidar_5,lidar_6,lidar_7,lidar_8,lidar_9,lidar_10,lidar_11,lidar_12,lidar_13,lidar_14,lidar_15,lidar_16,lidar_17,lidar_18,lidar_19,lidar_20,lidar_21,lidar_22,lidar_23,lidar_24,lidar_25,lidar_26,lidar_27,lidar_28,lidar_29,lidar_30,lidar_31,lidar_32,lidar_33,lidar_34,lidar_35,act_vx,act_vy,act_vz,act_yaw
5,-1.0124771198821125,-2.7253351,3.0898824,0.5006325,0.99999887,0.0008074177,0.0008079968,0.000977447,9.365648e-06,-9.359546e-06,-0.066229396,0.12911376,0.12929904,0.15635936,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-0.64186287,3.7915325,-0.89583236,-5.770546
10,-1.0250067410862524,-2.7253385,3.0898855,0.5027516,0.99998736,0.0014558897,0.0014579323,0.0045834803,0.0002595484,-0.00025856908,-0.13114798,0.10199436,0.101987235,0.46218613,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-1.9429886,3.0870304,-0.70454836,-17.226562
15,-1.0254291458749614,-2.725347,3.089894,0.5069475,0.9999495,0.0025119479,0.0025249473,0.009394223,0.0005513758,-0.00054637983,-0.24822122,0.10131874,0.10239009,0.46161893,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.7358832,1.3500214,-0.080057144,-0.24897003
20,-1.02098533051823,-2.725368,3.089914,0.5128488,0.9999077,0.0020807206,0.005045061,0.012442239,0.0012550253,-0.0011118739,-0.330042,-0.043223754,0.24063365,0.29321307,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-2.6911354,3.1497908,-0.63733846,-27.960575
25,-1.022964611501379,-2.7254057,3.0899415,0.52117616,0.99984795,0.0016421864,0.007560384,0.015627986,0.0022352855,-0.001448156,-0.44577748,-0.04360558,0.24006717,0.32681745,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-3.7143686,0.8122587,-0.94285625,-31.78047
30,-1.0223575047017337,-2.7254765,3.089976,0.53149676,0.999773,0.0005167013,0.009365407,0.019128028,0.0045291544,-0.0018295763,-0.510627,-0.20462985,0.067498356,0.32744867,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.251092,-2.5502982,-0.049011648,-27.03596
35,-1.0288876158585583,-2.7256193,3.0900168,0.5421219,0.99963087,0.00012135619,0.010942318,0.02486617,0.007847114,-0.0019754458,-0.54327345,0.0036316605,0.051685262,0.5133279,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-1.0405455,3.1636248,-0.07151258,23.84858
40,-1.025569572083801,-2.725865,3.090056,0.55218637,0.9994678,-0.0014413393,0.0104675265,0.030862132,0.013317472,-0.0017497562,-0.49270892,-0.13548258,0.004597465,0.429792,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.7781191,-3.444171,-0.12560803,-15.953079
45,-1.0388372256938883,-2.726191,3.090085,0.5626957,0.9992603,-0.0015163899,0.012008546,0.036501367,0.017162973,-0.001171067,-0.5187888,-0.11162881,0.023657274,0.70314676,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0276146,-1.9901917,0.09332466,-5.920269
50,-1.0303674102244536,-2.7266243,3.0900972,0.57287496,0.9990192,-0.002211113,0.012834068,0.04232096,0.022740489,-0.00018397669,-0.48928162,-0.002573867,0.12944789,0.5217801,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-1.6727924,-2.375666,-0.42756653,24.856216
