step,reward,rel_x,rel_y,rel_z,qw,qx,qy,qz,vx,vy,vz,wx,wy,wz,lidar_0,lidar_1,lidar_2,lidar_3,lidar_4,lidar_5,lidar_6,lidar_7,lidar_8,lidar_9,lidar_10,lidar_11,lidar_12,lidar_13,lidar_14,lidar_15,lidar_16,lidar_17,lidar_18,lidar_19,lidar_20,lidar_21,lidar_22,lidar_23,lidar_24,lidar_25,lidar_26,lidar_27,lidar_28,lidar_29,lidar_30,lidar_31,lidar_32,lidar_33,lidar_34,lidar_35,act_vx,act_vy,act_vz,act_yaw
5,-1.0235286810214548,-3.2513485,1.0419265,0.50066286,0.99999845,-0.0009485613,-0.00094942824,0.0011551138,-2.4021272e-05,2.4008592e-05,-0.04315498,-0.24814905,-0.24850729,0.30104443,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0248942,3.7702188,-0.86499625,39.227814
10,-1.0241966579468473,-3.2513456,1.0419235,0.50302666,0.9999783,-0.0035261777,-0.0035414465,0.004288687,-0.00027962742,0.00027795363,-0.1603211,-0.24698557,-0.24905401,0.30068454,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-1.1607156,3.3269272,-0.5760604,31.634674
15,-1.0226453979977352,-3.2513282,1.0419059,0.5073043,0.999943,-0.0072222403,-0.0050206454,0.0060499297,-0.0011836846,0.0012273031,-0.24583669,-0.38163894,-0.11668994,0.13508184,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.1611023,1.6515055,-0.8136459,13.581818
20,-1.022892871394815,-3.2512922,1.0418642,0.513888,0.9998901,-0.011193657,-0.006225042,0.0074670995,-0.0021054847,0.002613141,-0.36278465,-0.3809999,-0.11714853,0.13493451,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-1.4203074,-0.13487768,0.08347273,44.721863
25,-1.0162809779820918,-3.2511995,1.0417254,0.5201984,0.9998568,-0.014021244,-0.0073755984,0.0059460565,-0.0057434724,0.008881789,-0.2930505,-0.2629044,-0.044773098,-0.13757955,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.299081,4.6592865,0.012567639,44.11657
30,-1.03012889454857,-3.2510467,1.0414767,0.5265742,0.9997894,-0.01907969,-0.0068060956,0.003289971,-0.007898018,0.013176675,-0.3479114,-0.52555364,0.008599364,-0.20774512,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.5379677,-2.9845846,-0.8667126,42.22946
35,-1.027105834211117,-3.2508497,1.0411102,0.53398234,0.9996994,-0.023596594,-0.005622278,0.0035645678,-0.0102489265,0.020129874,-0.37512088,-0.47312433,0.0802311,0.15456755,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.6830354,3.615673,-0.7703887,43.807167
40,-1.0339490793771553,-3.2506194,1.0406185,0.5428249,0.99954814,-0.029561248,-0.0037859103,0.0039094496,-0.011471504,0.025626764,-0.4659866,-0.5985638,0.1983133,-0.006511568,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.3606663,-1.7942944,-0.98045856,44.33461
45,-1.0346643347340378,-3.2503724,1.04002,0.55399275,0.99935055,-0.03578004,-0.0016967596,0.003926238,-0.012062844,0.030942032,-0.58275443,-0.59777343,0.19797648,-0.006498531,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.4215808,2.4002495,3.0,3.0,3.0,3.0,4.6710024,-1.688472,-0.9349501,28.713676
50,-1.0426362592221685,-3.2501173,1.0392877,0.5674654,0.9990929,-0.042442452,0.0008207136,0.0033726708,-0.012324612,0.03848817,-0.6842483,-0.70614916,0.2954404,-0.14733617,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.4269574,2.1611502,3.0,3.0,3.0,3.0,3.9146023,-1.0834408,-0.48391145,36.231537
55,-1.0591832593842054,-3.2498662,1.0383003,0.58209795,0.9987316,-0.049916055,0.0058785225,0.0029948736,-0.011382484,0.056767352,-0.6811893,-0.9468879,0.56920254,-0.08490175,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.428602,2.1631203,3.0,3.0,3.0,3.0,2.138751,-0.7045717,-0.90579075,43.04618
60,-1.0714407998989741,-3.2496653,1.0368358,0.5960714,0.99804974,-0.06081161,0.013880016,0.002457656,-0.008103323,0.08027002,-0.6595458,-1.0714558,0.8324017,0.113530695,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.429642,2.1663184,3.0,3.0,3.0,3.0,-4.406763,4.0175476,-0.6112374,38.00242
65,-1.0704480528084852,-3.2496042,1.0347036,0.6086763,0.99707997,-0.07285589,0.022419155,0.0045805797,0.0015776345,0.119873784,-0.5537898,-1.1246825,0.7188838,0.22058673,3.0,3.0,3.0,3.0,3.0,2.7890968,2.6381757,2.5770314,2.5957408,2.6972787,2.8987465,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.4073596,2.1811907,3.0,3.0,3.0,3.0,0.6269026,-3.6761208,-0.57046986,38.58452
70,-1.0448482434008621,-3.2497244,1.0319259,0.6208847,0.99615264,-0.08290219,0.02792761,0.0052103763,0.009495521,0.14494064,-0.59252864,-0.76259124,0.27529815,-0.19249934,3.0,3.0,3.0,2.8858187,2.5398865,2.3312647,2.21655,2.1755996,2.2018225,2.299404,2.485044,2.795698,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.3978333,2.1916494,3.0,3.0,3.0,3.0,-3.216448,-4.6611114,-0.63489234,42.36785
75,-1.04120464098386,-3.2499857,1.0287167,0.6346374,0.9954163,-0.0905102,0.030748585,0.0029659201,0.015257851,0.16208598,-0.6950581,-0.6580158,0.14598477,-0.31103304,3.0,3.0,3.0,2.5463808,2.2413232,2.0573623,1.9562395,1.9202026,1.9434522,2.0296988,2.193706,2.4681332,2.922535,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.4124577,2.1915882,3.0,3.0,3.0,3.0,-4.5223866,-4.4650517,-0.478846,44.217705
80,-1.042190527590124,-3.2503695,1.025146,0.65059024,0.99472964,-0.097215675,0.03258782,-0.00033095505,0.020579342,0.17774326,-0.81285137,-0.6563249,0.14805524,-0.31106055,3.0,3.0,2.7508647,2.2866435,2.0086994,1.8408732,1.7479435,1.7135074,1.7320116,1.8064055,1.9493659,2.1891313,2.5857337,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.4362333,2.1881995,3.0,3.0,3.0,3.0,-3.4759092,-4.9424057,-0.36036915,32.336533
85,-1.0421477626817581,-3.250876,1.0212134,0.6688823,0.99407727,-0.103231296,0.033654395,-0.0045908717,0.026589785,0.19553034,-0.9251291,-0.59322983,0.065345064,-0.39796528,3.0,3.0,2.503042,2.0707874,1.8128111,1.6567544,1.5693405,1.534991,1.548145,1.6108959,1.7338564,1.9409891,2.2831085,2.8777888,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.181979,3.0,3.0,3.0,3.0,-4.6387143,-4.92766,-0.9660452,43.191032
90,-1.0433300833028603,-3.2515032,1.0169206,0.6896275,0.9933702,-0.10922532,0.034745447,-0.008847579,0.03249329,0.21320556,-1.0428567,-0.5916773,0.06786922,-0.3980084,3.0,2.9881752,2.2575758,1.8594457,1.6225976,1.4791346,1.3980067,1.364623,1.3735578,1.4262315,1.5314955,1.7096212,2.0035238,2.5116115,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-4.483621,-4.984436,-0.9879646,26.556076
95,-1.0446036443039644,-3.2522569,1.0122476,0.7128246,0.99260867,-0.11519722,0.03586073,-0.013101017,0.038655702,0.23182312,-1.1605176,-0.5900961,0.07036514,-0.39808327,3.0,2.6835744,2.0138514,1.6518091,1.437116,1.3069563,1.2327617,1.2010721,1.2067175,1.2505943,1.3400348,1.4920825,1.7427814,2.1741393,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-3.485508,-4.8882847,-0.9850519,8.70826
100,-1.0459785073045889,-3.253142,1.0071752,0.738472,0.99179304,-0.12114651,0.036999978,-0.017351126,0.045087628,0.25136957,-1.2781004,-0.58848685,0.07283214,-0.3981894,3.0,2.3756082,1.7713403,1.4471983,1.2555858,1.1393516,1.0726446,1.0432626,1.0463938,1.082535,1.1576966,1.2860659,1.4976337,1.8601652,2.5567667,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-2.005878,-4.973837,-0.999302,34.48754
105,-1.0474644717239876,-3.254165,1.0016841,0.7665679,0.99092364,-0.12707269,0.038162936,-0.021597845,0.05179944,0.27183092,-1.3955941,-0.5868499,0.075269595,-0.3983263,3.0,2.0640163,1.5295827,1.2450365,1.0773529,0.9756004,0.9168641,0.89031416,0.89158666,0.92088336,0.98305535,1.0897384,1.2655284,1.5656638,2.137561,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0460701,-4.956286,-0.9983504,25.979973
110,-1.0446066216443854,-3.255334,0.99574655,0.79707706,0.9900212,-0.13285403,0.039502516,-0.025442397,0.05925892,0.294604,-1.5076725,-0.5240554,0.15193684,-0.30457553,2.8398147,1.7433367,1.2859077,1.0437542,0.9013975,0.8150034,0.76493096,0.74189234,0.7420897,0.76555425,0.81615955,0.9033183,1.046932,1.2915027,1.754739,2.8722167,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.457962,-4.9355164,-0.9999191,15.802952
