step,reward,rel_x,rel_y,rel_z,qw,qx,qy,qz,vx,vy,vz,wx,wy,wz,lidar_0,lidar_1,lidar_2,lidar_3,lidar_4,lidar_5,lidar_6,lidar_7,lidar_8,lidar_9,lidar_10,lidar_11,lidar_12,lidar_13,lidar_14,lidar_15,lidar_16,lidar_17,lidar_18,lidar_19,lidar_20,lidar_21,lidar_22,lidar_23,lidar_24,lidar_25,lidar_26,lidar_27,lidar_28,lidar_29,lidar_30,lidar_31,lidar_32,lidar_33,lidar_34,lidar_35,act_vx,act_vy,act_vz,act_yaw
5,-1.0003835647111305,4.147428,-4.8241496,0.5009769,1.0,0.0,0.0,0.0,0.0,0.0,-0.09377357,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.906431,-4.9677734,-0.9793164,-41.937016
10,-1.000772309025212,4.147428,-4.8241496,0.50439465,1.0,0.0,0.0,0.0,0.0,0.0,-0.21088687,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.6672554,-4.8254566,-0.9824677,-39.17576
15,-1.00117170259462,4.147428,-4.8241496,0.51025057,1.0,0.0,0.0,0.0,0.0,0.0,-0.32786375,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.9598017,-4.8719077,-0.92857844,-39.501137
20,-1.0015871844381188,4.147428,-4.8241496,0.5185416,1.0,0.0,0.0,0.0,0.0,0.0,-0.4446816,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.9102535,-4.2118506,-0.70904005,-41.967365
25,-1.012883629293683,4.147428,-4.8241496,0.5291685,0.99999934,0.00051978027,0.0005202584,0.00089179946,4.032857e-06,-4.031353e-06,-0.55231464,0.096886545,0.0970358,0.1692656,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.837307,-4.437956,-0.7383553,-18.601637
30,-1.013325355317199,4.1474266,-4.824148,0.542131,0.99999416,0.0015272045,0.0015316175,0.0026539061,0.00012975544,-0.00012919954,-0.6687638,0.09659954,0.0971243,0.16909459,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.835743,-4.596701,-0.9862719,-35.42528
35,-1.0136848508366594,4.1474204,-4.824142,0.5575168,0.9999838,0.0025316344,0.0025438864,0.0044142175,0.00043178102,-0.00042835597,-0.7849895,0.096312225,0.097211316,0.16892454,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.794093,-4.7312827,-0.61738324,-40.26027
40,-1.0401525191166858,4.1473994,-4.824121,0.5741874,0.99992573,0.0058245542,0.0058694375,0.008950644,0.001385077,-0.0013670069,-0.82790345,0.3770112,0.3828362,0.51027465,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.5565872,-4.466567,-0.92360413,-29.318766
45,-1.0550139261092986,4.147355,-4.8240776,0.5927492,0.9997726,0.01094715,0.0102788,0.015139068,0.0027526834,-0.0027351298,-0.9298026,0.5717202,0.508381,0.6899462,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-2.4248881,-4.4181213,-0.9908868,35.93078
50,-1.056899942410275,4.147253,-4.8239737,0.6126125,0.99950576,0.018148854,0.013950776,0.021545593,0.0067511047,-0.007030009,-0.9581638,0.8407943,0.27156633,0.60220104,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.8535194,-3.505425,-0.99029064,3.5702667
55,-1.0685814541388017,4.1470594,-4.8237596,0.6333015,0.99904025,0.028776003,0.01748834,0.028012464,0.011338055,-0.013028083,-1.0104429,1.205219,0.2684402,0.4144516,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-1.7912078,-1.6922874,-0.9687961,35.188812
60,-1.0859511446003276,4.1467457,-4.8233624,0.65478814,0.9984175,0.04290968,0.020118054,0.030274227,0.018607732,-0.025288628,-1.0207541,1.5565077,0.4540489,0.35865766,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.7027254,-0.62602854,-0.8420911,26.57579
65,-1.1133474533960415,4.146261,-4.8226438,0.6763874,0.997086,0.062148698,0.026572753,0.03536856,0.027172778,-0.042486966,-1.0382558,2.0447497,0.72169715,0.48989463,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.8026867,2.572133,2.445279,2.3998399,2.4285014,2.5358374,2.7402103,3.0,3.0,3.0,0.26628542,4.051901,-0.5078017,-10.182327
70,-1.087071674463371,4.145474,-4.8212843,0.6968145,0.9955162,0.08020896,0.03241133,0.03825589,0.047387093,-0.08617222,-0.91122466,1.6211299,0.5254617,0.3429417,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.725186,2.2894778,2.0269878,1.869456,1.7849686,1.7589207,1.7871424,1.8741585,2.0350816,2.3027766,2.7476962,3.0,-4.3462033,4.966625,-0.604795,-37.921764
75,-1.0834567695615587,4.144403,-4.819302,0.7171618,0.99376,0.09638959,0.03818903,0.041130535,0.05410063,-0.101192325,-1.0223362,1.5278871,0.61321896,0.2589297,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.6816776,2.1006327,1.7707615,1.5717056,1.4525552,1.3894397,1.3715183,1.3959278,1.4665909,1.5958645,1.8104584,2.1678329,2.8072693,-1.5624368,4.9394503,-0.97332054,9.287991
80,-1.0820741753692402,4.1431293,-4.8168654,0.7392958,0.9918335,0.11143371,0.045037176,0.042666882,0.06707129,-0.130187,-1.0788127,1.5268162,0.62463003,0.14536779,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.1552463,1.6836345,1.4166812,1.25573,1.1592493,1.1077946,1.0924977,1.1109123,1.1659938,1.2673389,1.4357555,1.7159216,2.2155776,-0.07134247,3.9953651,-0.96288073,10.494331
85,-1.0854234845725805,4.141498,-4.81364,0.7620359,0.9896503,0.12616049,0.05342457,0.042680148,0.08742382,-0.17475325,-1.0872282,1.4695435,0.981575,-0.03326009,2.5055661,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.624014,1.7793868,1.3777684,1.1526341,1.017311,0.93587226,0.89158857,0.8767421,0.88894993,0.9301641,1.007486,1.1364908,1.3504425,1.728325,-3.1197226,-3.339748,-0.9453855,20.64064
90,-1.1116440274566615,4.1392584,-4.809118,0.78378564,0.9864074,0.14604956,0.06273579,0.041643552,0.12090308,-0.24500303,-1.0201905,2.1605415,0.9265324,-0.139855,1.9373692,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0977006,1.4132982,1.09061,0.9104059,0.80222714,0.7370429,0.70136476,0.6889481,0.6977968,0.7293243,0.7889413,0.88857484,1.0536529,1.3442245,-0.05867672,-1.332541,-0.97663546,42.698814
95,-1.1290205715081776,4.1364136,-4.803331,0.80529416,0.9823248,0.17084347,0.06799789,0.03502567,0.14822805,-0.30279246,-1.0347251,2.4711807,0.57654786,-1.0726864,1.6008807,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.5496833,1.0663477,0.83210343,0.69966686,0.6198465,0.5719731,0.54637545,0.5386359,0.5475163,0.574441,0.62409437,0.7066463,0.8439173,1.0884221,1.5911818,-1.287437,-0.9457708,38.241005
