step,reward,rel_x,rel_y,rel_z,qw,qx,qy,qz,vx,vy,vz,wx,wy,wz,lidar_0,lidar_1,lidar_2,lidar_3,lidar_4,lidar_5,lidar_6,lidar_7,lidar_8,lidar_9,lidar_10,lidar_11,lidar_12,lidar_13,lidar_14,lidar_15,lidar_16,lidar_17,lidar_18,lidar_19,lidar_20,lidar_21,lidar_22,lidar_23,lidar_24,lidar_25,lidar_26,lidar_27,lidar_28,lidar_29,lidar_30,lidar_31,lidar_32,lidar_33,lidar_34,lidar_35,act_vx,act_vy,act_vz,act_yaw
5,-1.00530130511382,-3.308645,-4.3704586,0.49910372,1.0,-0.00010226904,-0.00010226904,0.00017721493,0.0,0.0,0.05908316,-0.04908914,-0.04908914,0.08506317,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-4.0736513,4.470439,-0.050716043,14.069286
10,-1.0235452948466488,-3.3086436,-4.370459,0.4983923,0.9999925,-0.0011179327,-0.0033114199,0.0016919518,-0.00015741664,7.830057e-05,0.0049499106,-0.14099649,-0.40444642,0.19877364,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-2.2977328,2.9012842,0.105629206,-11.1730995
15,-1.030849526613788,-3.3086221,-4.370468,0.49837986,0.9999501,-0.0055428995,-0.007464847,0.0036568518,-0.0018385573,0.0007944145,-0.0058272,-0.5488817,-0.27570084,0.03441175,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.3131132,3.674057,-0.55181444,-21.597967
20,-1.0251081795557107,-3.3085558,-4.3705077,0.49931094,0.9998901,-0.0102612665,-0.010035381,0.0037194456,-0.004772279,0.0033596007,-0.0343295,-0.42404133,-0.1944291,-0.1885841,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.2245998,1.1400037,0.5743259,31.986061
25,-1.0424402710900278,-3.3083823,-4.3706536,0.4988536,0.9998188,-0.014343763,-0.012372016,-0.0018991838,-0.00980768,0.008666522,0.0100862,-0.35882568,-0.25788316,-0.7276843,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.1896238,1.5145297,0.44602358,29.072586
30,-1.0599623116516337,-3.308085,-4.370944,0.49737427,0.9996434,-0.019688768,-0.013406119,-0.012070294,-0.016265478,0.016596511,0.06905722,-0.38501653,-0.23258072,-1.1121033,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.614975,-0.089187145,-0.4739592,42.82618
35,-1.0594742917912507,-3.3076978,-4.371363,0.49670553,0.99931324,-0.022424929,-0.017076204,-0.02405434,-0.021727243,0.024795203,0.058753382,-0.15970397,-0.47185075,-1.077417,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.49655,-0.06676054,-0.056196213,40.603706
40,-1.053618905637162,-3.30716,-4.371995,0.49552244,0.9989214,-0.023774626,-0.020045808,-0.034481935,-0.030212343,0.03606675,0.09789445,-0.15993771,-0.26007923,-1.0246177,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.3739977,3.3925333,-0.207061,44.365692
45,-1.0605474926060172,-3.3064768,-4.3728156,0.49464002,0.99841255,-0.026194585,-0.0218665,-0.044811018,-0.03612405,0.04378948,0.045189142,-0.08592729,-0.34984142,-1.146119,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.9146528,3.404358,-0.57816464,30.71228
50,-1.0677435027250806,-3.3056324,-4.373849,0.49402755,0.99760413,-0.028886246,-0.023957305,-0.05811713,-0.042625178,0.052331474,-0.0028478687,-0.2929695,-0.19947611,-1.2915341,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-1.9403486,0.5124655,-0.5437945,43.48784
