step,reward,rel_x,rel_y,rel_z,qw,qx,qy,qz,vx,vy,vz,wx,wy,wz,lidar_0,lidar_1,lidar_2,lidar_3,lidar_4,lidar_5,lidar_6,lidar_7,lidar_8,lidar_9,lidar_10,lidar_11,lidar_12,lidar_13,lidar_14,lidar_15,lidar_16,lidar_17,lidar_18,lidar_19,lidar_20,lidar_21,lidar_22,lidar_23,lidar_24,lidar_25,lidar_26,lidar_27,lidar_28,lidar_29,lidar_30,lidar_31,lidar_32,lidar_33,lidar_34,lidar_35,act_vx,act_vy,act_vz,act_yaw
5,-1.030425138921018,-3.7917476,-0.32444483,0.50031763,0.9999982,0.0010215933,0.0010227636,0.0012257904,3.6140074e-21,0.0,0.012052545,0.32722735,0.3277891,0.39272887,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.565591,-3.2699528,-0.30542338,-23.37645
10,-1.055333108726341,-3.7917588,-0.32443336,0.4994649,0.99993587,0.007333046,0.005673557,0.006507509,0.0014174809,-0.0015068232,0.117083915,0.8005147,0.5368297,0.5733495,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.5933247,-0.04352188,0.43482232,9.499836
15,-1.0729138647070555,-3.7918503,-0.32432714,0.49470618,0.9997191,0.0153421825,0.013958228,0.011467056,0.0073260474,-0.00845656,0.31176788,0.9564578,0.96577317,0.6092932,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.1984468,-0.37468624,0.7118553,8.045731
20,-1.0807354627142243,-3.7920997,-0.3240486,0.4873511,0.9991792,0.025925564,0.025660736,0.017617317,0.015659392,-0.01698535,0.36365637,1.2173244,0.9857519,0.4917657,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-2.218126,3.063096,0.6706867,24.720764
25,-1.08003743138927,-3.792593,-0.3235314,0.4791549,0.99839085,0.037112948,0.03482133,0.02501592,0.028319277,-0.029464573,0.39097968,1.0393658,1.0294535,0.6890464,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.366539,2.505186,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-1.1824651,2.6868243,0.22051907,14.583664
30,-1.0729900583283472,-3.7933881,-0.32271165,0.4708849,0.9973701,0.04699435,0.045301348,0.031498063,0.050848022,-0.05194756,0.47037593,0.97091126,0.98730195,0.48856226,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.8393589,1.60437,2.3793447,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-2.6055703,-2.18499,0.942037,-9.249611
35,-1.0804587267553913,-3.7949123,-0.32117248,0.4587104,0.9962634,0.059472878,0.053132687,0.033154353,0.08721051,-0.087966025,0.64190096,1.3083591,0.9247542,0.08253823,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.615273,1.6112254,2.3901992,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.8065052,-0.44876385,0.7090373,-32.08451
40,-1.0898220860695893,-3.797096,-0.3189571,0.44464675,0.99485284,0.07281794,0.063454606,0.0306413,0.11929953,-0.12160467,0.7129182,1.3607485,0.964641,-0.5955959,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.6233275,1.6187066,2.3994358,2.549072,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.926923,2.88862,2.939467,3.0,3.0,3.0,-1.4510381,1.6148162,0.6708211,-35.964657
45,-1.0796362331224696,-3.7999573,-0.31601486,0.42955735,0.9933462,0.0857786,0.07253932,0.02536516,0.14960535,-0.1547505,0.7307709,1.0230603,0.9461969,-0.66247606,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.6341926,1.6274872,2.4079823,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.9145837,2.6984332,2.585258,2.5557222,2.605115,2.741392,2.9885304,3.0,2.9208736,1.8561544,0.72975135,-12.348282
50,-1.0806590545141639,-3.8034832,-0.31233212,0.4141846,0.9917713,0.09708115,0.081432745,0.018267862,0.17610054,-0.18451679,0.6998117,1.0635927,0.9008686,-0.6518525,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.6469162,1.6370765,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.9958885,2.662776,2.463696,2.3590045,2.3307805,2.3745196,2.4972608,2.7205513,3.0,-3.3694017,4.3062305,0.6601795,-38.14785
