step,reward,rel_x,rel_y,rel_z,qw,qx,qy,qz,vx,vy,vz,wx,wy,wz,lidar_0,lidar_1,lidar_2,lidar_3,lidar_4,lidar_5,lidar_6,lidar_7,lidar_8,lidar_9,lidar_10,lidar_11,lidar_12,lidar_13,lidar_14,lidar_15,lidar_16,lidar_17,lidar_18,lidar_19,lidar_20,lidar_21,lidar_22,lidar_23,lidar_24,lidar_25,lidar_26,lidar_27,lidar_28,lidar_29,lidar_30,lidar_31,lidar_32,lidar_33,lidar_34,lidar_35,act_vx,act_vy,act_vz,act_yaw
5,-1.0008800758174548,3.842795,-4.9327507,0.5009717,1.0,-0.0,-0.0,8.1840604e-05,0.0,0.0,-0.09345953,0.0,0.0,0.009818393,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.5096111,3.9574032,-0.6860347,-37.223133
10,-1.0185112840650805,3.842795,-4.9327507,0.50328916,0.9999989,-0.00135565,-0.00049180817,0.00016372817,3.512344e-06,4.2365267e-05,-0.10664648,-0.28524384,-0.18145081,0.13932042,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.943224,-1.2083507,0.3290999,-23.833315
15,-1.0186992190726578,3.842796,-4.932758,0.5053463,0.9999895,-0.002488926,-0.00055196823,0.0038053382,-0.00016490609,0.0007027572,-0.086253114,-0.10890619,-0.0054912902,0.3493911,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-2.1227126,-1.8062668,-0.72207344,22.607758
20,-1.0203615730671354,3.8428016,-4.9327817,0.507995,0.99996424,-0.0037727894,-0.0007704853,0.007531766,-0.0003522021,0.0016054446,-0.12988847,-0.14504974,-0.043020852,0.37045106,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.6936426,2.1007419,0.5588478,15.328304
25,-1.0136592585402429,3.8428133,-4.9328365,0.51034087,0.9999337,-0.004710045,-0.0017885977,0.010352031,-0.00065113517,0.0030096618,-0.15029652,-0.03944159,-0.14575553,0.2123147,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-3.6147654,-0.9913559,-0.096964955,26.654602
30,-1.016971583743647,3.842837,-4.9329224,0.5135163,0.99994224,-0.0056828386,-0.002785528,0.0086863255,-0.0014370015,0.0046620215,-0.1741688,-0.18073009,-0.01253142,-0.26618665,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.9675226,-1.1599967,-0.63909966,35.73179
35,-1.0177621682705982,3.842874,-4.9330335,0.51847756,0.99993455,-0.008358277,-0.0036708831,0.006891547,-0.0019966546,0.005815237,-0.28338,-0.27436095,-0.10687494,-0.1490316,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.7910395,0.5949545,-0.2800507,39.73269
40,-1.0159876232796532,3.842937,-4.9332047,0.52398723,0.99993485,-0.010062952,-0.00320602,0.004331627,-0.0034861998,0.009405981,-0.2811278,-0.06606048,0.010742434,-0.282674,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.8578367,2.9634833,-0.4619925,25.054047
45,-1.0291758855092543,3.8430183,-4.933429,0.5309991,0.99992687,-0.011935085,-0.001899786,-0.00044703248,-0.0041202423,0.011553822,-0.38047063,-0.19974938,0.14114271,-0.4870698,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.053297043,1.7265024,-0.7236999,31.203812
50,-1.0237509619459593,3.843111,-4.93372,0.53939635,0.99988043,-0.014992458,-0.00016323553,-0.0037895942,-0.0046282676,0.01565798,-0.4183495,-0.33593372,0.15226589,-0.22419193,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.8157706,0.48578167,-0.3413117,40.67253
55,-1.0411938175388211,3.8432074,-4.934096,0.54899716,0.9997541,-0.020254118,0.0032092442,-0.008444415,-0.004537547,0.019255314,-0.50650114,-0.51479155,0.3313029,-0.47041202,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-1.6743917,-4.486058,-0.13153589,23.053627
60,-1.030226137318901,3.8432803,-4.934624,0.5589684,0.99961257,-0.023479355,0.005699866,-0.013817056,-0.0024320444,0.030479882,-0.44174746,-0.3979233,0.15332194,-0.3464628,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-0.32117796,1.7277632,-0.40370846,19.87751
65,-1.0254229595330075,3.8433123,-4.9353337,0.5691298,0.9994475,-0.028651314,0.006355421,-0.01560156,-0.0009628665,0.03636384,-0.52407414,-0.4088231,0.15271036,-0.07333354,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.255003,0.90858173,-0.63909304,-17.43974
