step,reward,rel_x,rel_y,rel_z,qw,qx,qy,qz,vx,vy,vz,wx,wy,wz,lidar_0,lidar_1,lidar_2,lidar_3,lidar_4,lidar_5,lidar_6,lidar_7,lidar_8,lidar_9,lidar_10,lidar_11,lidar_12,lidar_13,lidar_14,lidar_15,lidar_16,lidar_17,lidar_18,lidar_19,lidar_20,lidar_21,lidar_22,lidar_23,lidar_24,lidar_25,lidar_26,lidar_27,lidar_28,lidar_29,lidar_30,lidar_31,lidar_32,lidar_33,lidar_34,lidar_35,act_vx,act_vy,act_vz,act_yaw
5,-1.0086863943027753,2.2250078,4.683368,0.4997764,0.9999989,-0.0009610274,0.00096146885,-0.0005565182,2.5076593e-05,2.5062405e-05,-0.021763096,-0.1152629,0.11536883,-0.06676265,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.996727,-1.9205565,0.757102,-27.177933
10,-1.0187008204090422,2.2250018,4.683362,0.49988574,0.9999922,-0.0022804223,0.0028960162,-0.0014064228,0.00050920155,0.00050814456,-0.0132083995,-0.06970953,0.36477134,-0.016262608,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.8747997,1.7817631,-0.594474,1.8574562
15,-1.0256031491144257,2.2249835,4.6833463,0.5015377,0.9999713,-0.0027607556,0.0069411183,-0.0012694764,0.0013643543,0.0010434637,-0.1091919,0.051343158,0.48393357,0.12653744,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.124919,-0.016241074,-0.5893736,-27.181402
20,-1.0345761794329442,2.2249336,4.683317,0.5049991,0.99992025,-0.0026252575,0.012350237,-0.00034666315,0.0040717493,0.0018287923,-0.15971619,-0.13344666,0.66284645,-0.06974576,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.2318907,-4.2769265,-0.84265757,-12.704517
25,-1.033319487421731,2.2248168,4.6832724,0.5096504,0.99980545,-0.0033707733,0.019413155,-0.0008786603,0.0072684884,0.0025000498,-0.25141802,0.073779255,0.6443833,-0.09603964,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.909855,-1.8021643,0.2608776,-3.0724335
30,-1.0516441411694029,2.224517,4.6831975,0.51372856,0.9995812,-0.00030575154,0.028934618,0.00023014113,0.020097556,0.0040844334,-0.15555157,0.3183938,0.97014004,0.13415435,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-3.8177202,2.4961348,-0.17378479,-7.36211
35,-1.0538263020071539,2.224003,4.683112,0.51791435,0.99925697,0.00224928,0.038271707,0.00395971,0.029030131,0.004020392,-0.21651211,0.25060165,0.8790684,0.5568946,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-1.2502894,-0.7614455,-0.42911994,-4.6096954
40,-1.0437521718934368,2.2232013,4.6830406,0.52250725,0.9988588,0.005424575,0.04661134,0.008889359,0.046562873,0.0028764054,-0.20455602,0.416537,0.6961607,0.3281774,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-2.4047227,3.9842834,-0.8408293,-33.126312
45,-1.0411398363897366,2.2220285,4.683004,0.5271894,0.9984579,0.008156154,0.053211357,0.013559703,0.06446016,0.0007096592,-0.22327495,0.18190415,0.6736384,0.4417716,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-1.5389423,-4.1551785,-0.48275858,-11.873577
50,-1.0352162969037533,2.2204518,4.683022,0.53224343,0.9979748,0.00964858,0.06041098,0.017425856,0.084870346,-0.002180659,-0.24197595,0.16122675,0.6667523,0.18706408,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-3.7627406,1.5916109,-0.23208702,-18.54154
