step,reward,rel_x,rel_y,rel_z,qw,qx,qy,qz,vx,vy,vz,wx,wy,wz,lidar_0,lidar_1,lidar_2,lidar_3,lidar_4,lidar_5,lidar_6,lidar_7,lidar_8,lidar_9,lidar_10,lidar_11,lidar_12,lidar_13,lidar_14,lidar_15,lidar_16,lidar_17,lidar_18,lidar_19,lidar_20,lidar_21,lidar_22,lidar_23,lidar_24,lidar_25,lidar_26,lidar_27,lidar_28,lidar_29,lidar_30,lidar_31,lidar_32,lidar_33,lidar_34,lidar_35,act_vx,act_vy,act_vz,act_yaw
5,-0.2491810992456863,-0.1005478,0.12300306,0.8978864,1.0,0.0,0.0,0.0,0.0,0.0,0.2028851,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.87321,-1.1702454,0.9699218,39.903793
10,0.15313688329464878,-0.100548066,0.12300332,0.89054406,0.9999986,0.0007571202,0.0013983421,0.0004386785,6.377914e-05,-6.37526e-05,0.45018658,0.018376447,0.32621166,0.011075113,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.5757818,3.4386854,0.72772574,1.054596
15,-0.1527144226267942,-0.10056953,0.12301047,0.8784476,0.9999662,-0.00029838114,0.0078882985,-0.0023085666,0.0022315166,-0.00042932908,0.6683154,-0.012805757,0.6497645,-0.51687104,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0808973,-0.0987978,0.99120593,38.17887
20,-0.10505045272330565,-0.10070127,0.12301785,0.8620894,0.9998563,-0.0013885105,0.015918847,-0.0056566163,0.009698033,-0.00033215323,0.84970987,-0.18153447,0.50768685,-0.31512266,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.3843746,2.48588,0.9954262,37.14675
25,-0.053900823519899055,-0.101039454,0.12301192,0.8427737,0.9997264,-0.0049759937,0.02040248,-0.010301564,0.020734088,0.0008952632,0.96842825,-0.33197752,0.37693438,-0.14866729,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.685287,-2.3846383,0.7456486,33.922928
30,-0.042526308878583496,-0.10160956,0.12296037,0.82188493,0.999578,-0.0095415935,0.025685472,-0.009646345,0.03270258,0.0039005855,1.0376463,-0.47274935,0.5226004,0.3562035,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-0.80817175,0.89547586,0.92387366,33.94541
35,-0.03296151686122589,-0.1024515,0.12281798,0.7997335,0.99942994,-0.015658043,0.02921482,-0.006409829,0.046122905,0.009320522,1.0860666,-0.65175974,0.41202667,0.17257394,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-1.7840357,-2.852604,0.9963131,33.72168
40,-0.11058683029367511,-0.10359287,0.12252669,0.77659893,0.99922585,-0.02114574,0.032538336,-0.006466824,0.0609728,0.017567078,1.1308166,-0.52463025,0.5433123,-0.009087673,3.0,3.0,2.9611113,2.8856714,2.8999028,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-0.059455395,-0.82059574,0.9494643,42.533585
45,-0.058784453772014855,-0.10504604,0.1220419,0.7528156,0.99899364,-0.026324637,0.035726305,-0.006511167,0.07643034,0.027767032,1.1578143,-0.6819179,0.41878042,-0.25556764,3.0,3.0,2.9114118,2.807274,2.79224,2.8639212,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-3.7408793,-4.512403,0.99479103,36.9227
50,-0.10625503726817892,-0.106830955,0.121321715,0.7286022,0.9986071,-0.032458,0.040235683,-0.010556292,0.09236899,0.039595373,1.1694412,-0.6368153,0.330428,-0.50316936,3.0,3.0,2.7883933,2.6650157,2.6285775,2.673252,2.806211,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.71682453,-4.3723373,0.98747206,42.18486
55,0.16180266827411466,-0.10898179,0.12031647,0.7040344,0.99826324,-0.037216578,0.04338143,-0.014263162,0.112443574,0.055723205,1.2068095,-0.5598213,0.37602565,-0.45726672,3.0,3.0,2.786139,2.6458666,2.5940833,2.6224399,2.7354574,2.9524024,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-0.9931078,-0.88567924,0.9798949,16.332752
60,-0.11815884203223531,-0.11156844,0.118950434,0.67869526,0.9976901,-0.04316602,0.04747002,-0.022310449,0.13324216,0.07331054,1.2341408,-0.79408264,0.547715,-0.9840936,3.0,3.0,2.737258,2.581012,2.513899,2.5249634,2.6159613,2.8020868,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-3.068558,-4.064967,0.95329094,43.07023
