step,reward,rel_x,rel_y,rel_z,qw,qx,qy,qz,vx,vy,vz,wx,wy,wz,lidar_0,lidar_1,lidar_2,lidar_3,lidar_4,lidar_5,lidar_6,lidar_7,lidar_8,lidar_9,lidar_10,lidar_11,lidar_12,lidar_13,lidar_14,lidar_15,lidar_16,lidar_17,lidar_18,lidar_19,lidar_20,lidar_21,lidar_22,lidar_23,lidar_24,lidar_25,lidar_26,lidar_27,lidar_28,lidar_29,lidar_30,lidar_31,lidar_32,lidar_33,lidar_34,lidar_35,act_vx,act_vy,act_vz,act_yaw
5,-0.2254850943250871,-0.17378359,0.060009588,0.8978864,1.0,0.0,0.0,0.0,0.0,0.0,0.2028851,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.7436285,3.8552227,0.9279424,37.50756
10,-0.16299193441173415,-0.17378359,0.060009588,0.89049655,1.0,-0.00011578578,0.00011578578,-6.703458e-05,0.0,0.0,0.45519823,-0.055577174,0.055577174,-0.0321766,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.936922,2.4664268,0.75418174,35.975807
15,-0.10212482945736123,-0.17378922,0.060004447,0.87829703,0.9999834,-0.0022325532,0.004327756,-0.003093094,0.0008191941,0.00070325,0.674711,0.003616204,0.33118388,-0.17798051,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-1.6268942,1.8402553,0.9802277,33.97381
20,-0.08003879475561138,-0.1738484,0.05996508,0.8619744,0.99995834,-0.004772062,0.0073375558,-0.0025925238,0.004408619,0.0029071912,0.8515552,-0.05665649,0.49709243,0.25995576,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-0.43687963,-1.1964295,0.93045855,34.64863
25,-0.11656932599166991,-0.1739998,0.059867322,0.84283245,0.999929,-0.0050867368,0.010325017,-0.0030844288,0.00946866,0.005878502,0.95907,0.09704346,0.03898036,-0.119029514,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.3460107,1.168716,0.91489244,41.092926
30,-0.011047857892970525,-0.17427182,0.059708048,0.82189685,0.999859,-0.0050565456,0.0148172155,-0.006079689,0.0152610475,0.008690754,1.0194899,0.21020451,0.5167498,-0.26191506,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.9532166,0.40589237,0.9717411,30.658936
35,-0.1559847946908967,-0.17469545,0.059493206,0.7997975,0.999668,-0.0014597477,0.024703074,-0.007177296,0.024096463,0.011191792,1.0828645,0.6463995,1.224161,0.20869237,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-1.726201,-0.69117785,0.771399,44.3816
40,-0.12828765613846876,-0.1753316,0.059258066,0.777206,0.99926895,0.007894955,0.037102833,-0.0047580977,0.035650082,0.010921502,1.0892851,0.9967639,1.1479806,0.083327875,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.9695609,2.940109,-0.6853285,-2.4480252,0.88888836,41.62677
45,-0.17121981030292133,-0.1762065,0.059061185,0.75530267,0.99868655,0.019726098,0.04694651,-0.0056598983,0.04664067,0.00793857,1.0247347,1.0810325,0.803771,-0.04817555,2.6033568,2.8514345,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.7130446,2.522983,2.426715,2.4079998,2.4638615,2.0847797,2.0384312,0.5964217,44.47986
50,-0.17149896730966097,-0.17739746,0.05899276,0.7342396,0.9979323,0.029061284,0.056657314,-0.00874252,0.06519165,-0.0005122117,1.008343,0.7242815,0.89793664,-0.5216754,2.339678,2.6064446,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.8754778,2.5032103,2.277554,2.1491177,2.094641,2.1052432,2.1826081,-1.4801574,-2.6216736,0.59167194,44.114334
