step,reward,rel_x,rel_y,rel_z,qw,qx,qy,qz,vx,vy,vz,wx,wy,wz,lidar_0,lidar_1,lidar_2,lidar_3,lidar_4,lidar_5,lidar_6,lidar_7,lidar_8,lidar_9,lidar_10,lidar_11,lidar_12,lidar_13,lidar_14,lidar_15,lidar_16,lidar_17,lidar_18,lidar_19,lidar_20,lidar_21,lidar_22,lidar_23,lidar_24,lidar_25,lidar_26,lidar_27,lidar_28,lidar_29,lidar_30,lidar_31,lidar_32,lidar_33,lidar_34,lidar_35,act_vx,act_vy,act_vz,act_yaw
5,-0.27854347677863356,-0.060576905,0.03799386,0.8978864,1.0,0.0,0.0,0.0,0.0,0.0,0.2028851,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-1.4205198,-4.0705156,0.9474189,-42.894043
10,-0.1658598838722622,-0.060576793,0.03799397,0.89052486,0.9999996,0.00087935454,-0.0001355181,-7.847817e-05,-2.68802e-05,-2.6875605e-05,0.45269033,0.19104561,-0.012553891,-0.0072489823,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.54821205,0.2256198,0.9342631,-36.61212
15,-0.13039838999219608,-0.060574885,0.038003534,0.8782448,0.9999945,0.0028337198,0.0003393441,0.0016938642,-0.0001497809,-0.00083101797,0.67311615,0.47102773,0.03526693,0.22286676,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-2.176414,0.7751918,0.95465744,-36.716682
20,-0.11870935126583299,-0.06057402,0.038048528,0.86209875,0.9999713,0.0066257934,0.001704434,0.0032649813,4.4630866e-05,-0.0034522412,0.84022135,0.21641414,0.20016737,0.09300139,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-0.0059862137,1.8021164,0.9853399,-39.245964
25,0.19577308081180783,-0.060588043,0.038176008,0.8429353,0.99997723,0.006456871,0.0019199357,0.00043208545,0.0010763268,-0.007899951,0.96458995,-0.26333207,0.021514218,-0.30711603,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.5938425,-1.687098,0.9533241,-9.47477
30,0.18900983578889374,-0.06062657,0.038388316,0.821756,0.99996704,0.006571927,0.004317826,0.0020193418,0.0025127276,-0.011632415,1.0508566,0.19330448,0.17259277,0.21362127,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-1.5208712,-0.53509617,0.9800352,-12.349724
35,0.1019230500179667,-0.060706086,0.03867306,0.7992955,0.9999533,0.0072578155,0.0063628173,0.00039409066,0.0047748736,-0.015142337,1.0940064,-0.20784988,0.31323108,-0.28811592,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.2634759,-3.940966,0.94342184,-21.333004
40,0.01737997427693272,-0.06084553,0.039032973,0.77599925,0.9999388,0.006101602,0.008892456,-0.0024662083,0.008125749,-0.018575916,1.1317418,-0.058167398,0.26689556,-0.17109947,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-0.5614953,-0.95645857,0.99340427,-31.198147
45,0.2688082306472425,-0.06106753,0.03945754,0.7519969,0.9998943,0.008006743,0.009130755,-0.0079889195,0.012398135,-0.021624353,1.1644646,0.33939207,-0.14125171,-0.6607338,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.3552566,1.9969978,0.99713826,-4.859337
50,0.15154659838497497,-0.061379295,0.03995533,0.72734714,0.99984014,0.009165121,0.00795191,-0.013132768,0.016609807,-0.025530396,1.1970634,0.2244355,-0.008334324,-0.17117341,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.48816395,0.12885046,0.9974754,-19.078993
