step,reward,rel_x,rel_y,rel_z,qw,qx,qy,qz,vx,vy,vz,wx,wy,wz,lidar_0,lidar_1,lidar_2,lidar_3,lidar_4,lidar_5,lidar_6,lidar_7,lidar_8,lidar_9,lidar_10,lidar_11,lidar_12,lidar_13,lidar_14,lidar_15,lidar_16,lidar_17,lidar_18,lidar_19,lidar_20,lidar_21,lidar_22,lidar_23,lidar_24,lidar_25,lidar_26,lidar_27,lidar_28,lidar_29,lidar_30,lidar_31,lidar_32,lidar_33,lidar_34,lidar_35,act_vx,act_vy,act_vz,act_yaw
5,0.06728496044497492,-0.18583648,-0.12757859,0.8978864,1.0,0.0,0.0,0.0,0.0,0.0,0.2028851,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-3.420382,3.8154106,0.9882014,-6.576252
10,0.15643226654088005,-0.1858365,-0.1275786,0.8904956,1.0,-3.2176784e-05,3.217774e-05,-5.1246872e-05,3.6745143e-06,3.6744286e-06,0.4557983,0.003867006,-0.0038680546,-0.013417391,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-2.1677756,-3.1574507,0.97821236,-2.199932
15,0.21627457613859347,-0.18583634,-0.1275771,0.87802756,0.9999977,0.0016917068,-5.057312e-05,0.0013465238,-4.1633633e-05,-0.00025672183,0.68643427,0.112718515,-0.061022162,0.37736997,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-1.5575588,0.5996032,0.99499583,-1.2207794
20,0.1635160360402934,-0.18583351,-0.12755565,0.86136556,0.9999541,0.003931039,-0.0010164256,0.008675981,-0.00027899776,-0.0016002125,0.8637693,0.29332224,-0.2183124,0.7701328,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.53515434,-0.974628,0.95734715,9.770805
25,0.23592742293828933,-0.18582015,-0.12748663,0.84189105,0.99990255,0.008769219,-0.0013955465,0.010772997,-0.0009686782,-0.00480743,0.97575414,0.46014342,-0.022903543,-0.16572896,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.884738,0.8237753,0.99879396,-4.488579
30,0.23258587182522922,-0.18579236,-0.12731953,0.8203919,0.99986154,0.013842878,0.0023764044,0.008926834,-0.0014064466,-0.010426042,1.064432,0.6064239,0.42850482,-0.2337603,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.1912022,-2.1194248,0.9937029,6.411709
35,0.19358470226861435,-0.18578339,-0.12700687,0.7974368,0.9997454,0.019348692,0.009485082,0.006688589,0.00064111897,-0.018337118,1.1207403,0.46505046,0.5861573,-0.33321172,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.1422324,-0.99594784,0.956084,11.545338
40,0.14853503943809615,-0.1858583,-0.12650582,0.7736387,0.9995689,0.024049103,0.0163317,0.004121309,0.006008177,-0.028210718,1.1573594,0.33580974,0.72452414,-0.49546346,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-3.10323,-1.4155846,0.9773605,16.162926
45,0.18188025369448657,-0.18607552,-0.12578511,0.74936223,0.99936706,0.028056191,0.02157937,-0.0035603545,0.013867722,-0.03923042,1.1735045,0.49868545,0.28991887,-0.690014,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.2782059,1.2714171,0.95831895,13.070129
50,0.24116387316392057,-0.18649186,-0.124803625,0.72457916,0.9990718,0.03282523,0.02540599,-0.011514197,0.024002057,-0.052230798,1.1941712,0.67139685,0.3194457,-0.52840143,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.8474207,-3.176688,0.93797255,6.806984
55,0.17111138818165106,-0.1871388,-0.1235217,0.69938725,0.9985045,0.041520774,0.03161374,-0.016287645,0.03562703,-0.06765748,1.2112104,0.8340726,0.7114144,-0.62534446,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.9140596,2.885514,2.9461715,3.0,3.0,3.0,-0.24234009,0.97479916,0.9703667,14.281456
60,0.14056153620891665,-0.18801276,-0.12193281,0.67460287,0.99786925,0.049293127,0.03620386,-0.022726111,0.046035066,-0.081905216,1.1695064,0.73942775,0.3739561,-0.79925305,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.7960966,2.688829,2.6675448,2.7288592,2.8827085,3.0,3.0,-1.9747808,2.6049304,0.9458175,16.14886
65,0.2653100416518193,-0.18910053,-0.12004213,0.65098387,0.99725676,0.055226635,0.03852381,-0.030739097,0.05636143,-0.096809566,1.1089694,0.44531354,0.10894531,-0.69892067,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.906615,2.7113812,2.6151836,2.6019278,2.669508,2.8289404,3.0,3.0,-1.7578709,1.6321473,0.9120884,-2.322071
70,0.1685189928495296,-0.19043823,-0.11777359,0.62822914,0.9967522,0.060986776,0.03989004,-0.034270257,0.06850807,-0.11565318,1.0683621,0.61718595,0.17293029,-0.22344728,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.8256,2.649759,2.5679774,2.566747,2.6458726,2.818391,3.0,3.0,-2.8147693,2.8241243,0.68770504,11.609165
75,0.19438992152527534,-0.19196612,-0.11519728,0.60720676,0.99640036,0.066047825,0.04029847,-0.0346413,0.076598145,-0.12919101,0.96979684,0.38920042,-0.08547546,0.081835896,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.7737534,2.6170423,2.550442,2.5630927,2.6570039,2.8478808,3.0,3.0,-0.64600897,-1.3788648,0.8430972,8.720402
80,0.11653973959221764,-0.1937203,-0.112221114,0.58747274,0.99615294,0.07061286,0.038035486,-0.035304505,0.08967456,-0.15324101,0.93918735,0.24495003,-0.16837937,-0.1290818,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.989398,2.7515604,2.622592,2.580056,2.6171286,2.7397416,2.9690554,3.0,3.0,3.3803024,-2.1084504,0.80285907,15.903954
85,0.10388735475842481,-0.19583687,-0.108525366,0.5670058,0.9958596,0.07433343,0.039697535,-0.034092702,0.10908574,-0.19280939,1.0045727,0.23416193,0.29744995,0.1299688,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.9790883,2.7448776,2.6185737,2.5782757,2.6175258,2.7426107,2.9751866,3.0,3.0,0.09001446,1.5200615,0.7930949,17.947266
90,0.15629613093241707,-0.19826165,-0.10419884,0.5466007,0.99564356,0.0769826,0.040190767,-0.033944838,0.12333647,-0.22166058,0.9886738,0.47519857,-0.20011526,-0.19549799,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.7801692,2.6569655,2.6204605,2.6648166,2.7971537,3.0,3.0,3.0,4.257576,2.1857429,0.76307833,11.14386
95,0.0730331573568832,-0.20100816,-0.09921094,0.5262163,0.99525124,0.07952105,0.040935088,-0.038415056,0.13887596,-0.25445628,0.9902966,0.25032118,0.07284066,-0.42711526,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.820227,2.6958816,2.6594312,2.7050486,2.8400578,3.0,3.0,3.0,2.315341,0.8840046,0.82831156,20.429932
100,0.12278177198065665,-0.20410895,-0.09346641,0.5054232,0.9948852,0.08096325,0.043455377,-0.041953146,0.15473981,-0.2882852,0.9924357,-0.032244697,0.19295762,-0.17460085,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.887966,2.7498918,2.7027936,2.7391064,2.8646343,3.0,3.0,3.0,3.7432537,-2.9880784,0.49028683,15.096611
105,0.13058101893698876,-0.20756385,-0.086983174,0.48443905,0.9947163,0.08277619,0.04596766,-0.039681744,0.17113757,-0.32203528,0.9905693,0.26633757,0.23111863,0.34489194,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.9359312,2.789188,2.7355778,2.766462,2.8867662,3.0,3.0,3.0,-0.58780956,2.853074,0.48417318,13.57716
110,0.16633205040593202,-0.21129324,-0.079950064,0.46444887,0.99466807,0.08398231,0.048544083,-0.035012424,0.18669438,-0.35260764,0.9653949,0.17288277,0.3592217,0.56739515,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.9923446,2.8360093,2.7753386,2.8005197,2.9155607,3.0,3.0,3.0,1.674057,-0.77925587,0.47843635,9.004143
115,99.97425545106564,-0.21530694,-0.072372906,0.445538,0.9944418,0.08633563,0.052712776,-0.029205492,0.19733155,-0.37216672,0.8751303,0.32831177,0.28143325,0.4643311,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.9946392,2.8282416,2.7587738,2.7749305,2.8792782,3.0,3.0,3.0,0.6827998,1.1795902,0.67045367,26.595177
120,0.00976668195355701,1.7804462,-0.064383395,1.4285091,0.99413943,0.088228956,0.057244577,-0.0250096,0.20771585,-0.390042,0.7729073,0.21062379,0.36209896,0.5243868,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.820906,2.7402093,2.7450898,2.8363216,3.0,3.0,3.0,-4.9627695,4.6212997,0.9854617,-19.99649
125,0.03222711811020848,1.7759506,-0.055985495,1.4134386,0.9942233,0.08797349,0.05916556,-0.016736962,0.2216351,-0.41235068,0.6933323,-0.10246238,-0.061933275,1.002665,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.8786182,2.792148,2.7931135,2.881668,3.0,3.0,3.0,-4.8448067,3.5895042,0.9591806,-16.393581
130,0.03739607968467043,1.7711291,-0.047082495,1.3997804,0.9948538,0.08393891,0.05664504,-0.0033881045,0.23931262,-0.43925047,0.642,-0.5011091,-0.6023444,1.5128936,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.9870021,2.9942358,3.0,3.0,3.0,3.0,-3.392324,3.146741,0.90187573,-14.554325
135,0.14939128397625584,1.7657682,-0.037372876,1.3856,0.9960069,0.073808685,0.049125966,0.0104462635,0.2728395,-0.48911467,0.74237746,-1.0209267,-0.8633971,1.0294582,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.9513617,0.39963531,0.8932111,-5.9708824
